eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197003310004,1970,3,31,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,,"3/31/1970: Unknown perpetrators bombed two jeeps owned by the University of Washington parked at the Seattle campus in Washington, United States.  There were no casualties, but the vehicles sustained major damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,University of Washington,Jeeps owned by the University of Washington,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Vehicles extensively damaged,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert W. Patterson, ""Crime & the American Response,"" Facts on File, 1973",,Hewitt Project,-9,-9,0,-9,
197004000001,1970,4,0,,1,4/5/1970,65,Ethiopia,11,Sub-Saharan Africa,Unknown,Unknown,,,5,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)","Peace corps, U.S. government","Jack Fry, peace corps official",217,United States,,,,,,,,,,,,,,,,,Eritrean Liberation Front,,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,1,0,5,,Ethiopia,0,,,,,,2,Hostage(s) released by perpetrators,1,,,,,PGIS,0,1,1,1,
197004010001,1970,4,1,,0,,217,United States,1,North America,Michigan,East Lansing,42.7375,-84.483779,1,0,,"4/1/1970: Unknown perpetrators bombed the administration building at Michigan State University in East Lansing, Michigan, United States.  There were no casualties but the building sustained $500 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Michigan State University,Michigan State University administration building,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest racism and promote a leftist revolution,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Explosive devices made of firecrackers,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500,Four glass doors were damaged,0,,,,,,,0,,,,,,,,,"The perpetrators painted ""Smash Racist U"" and ""Revolution"" on the wall next to the administration building","Robert W. Patterson, ""Crime & the American Response,"" Facts on File, 1973","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197004010002,1970,4,1,,0,,217,United States,1,North America,New York,Ithaca,42.455233,-76.475847,1,0,Cornell University,"4/1/1970: Unknown perpetrators started a fire at the building that houses the Africana Studies and Research Center at Cornell University in Ithaca, New York, United States.  There were no casualties but the building sustained an estimated $100,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"Africana Studies and Research Center, Cornell University",Building housing Africana Studies and Research Center,217,United States,,,,,,,,,,,,,,,,,White extremists,,,,,,To intimidate the African American community at Cornell University,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,Upper two stories and roof of building damaged.  Records and research material destroyed.,0,,,,,,,0,,,,,,,,,"This attack occurred amidst heightened racial tensions at Cornell University.  Five weeks earlier the Black Woman's Cooperative on campus was firebombed (197002220001).  In response to the attack, 100 African American Cornell students looted the campus book store and turned over two cars.  These students were disappoint with how the university handled the situation,  As a result of the disturbances, a curfew was established on campus.","Richard Phalon, ""Fire Destroys the Black Studies Center at Cornell,"" New York Times, April 2, 1970.","Paul L. Montgomery, ""100 Cornell Negro Students Loot New Campus Store,"" New York Times, April 7, 1970.","Michael T. Kaufman, ""Court Enjoins Violence at Cornell; Curfew Set,"" New York Times, April 10, 1970.",Hewitt Project,-9,-9,0,-9,
197004010003,1970,4,1,,0,,217,United States,1,North America,Texas,Houston,29.813822,-95.365295,1,0,Rice University,"4/1/1970: Unknown perpetrators set a kerosene fire to the Naval R.O.T.C. building at Rice University in Houston, Texas, United States.  There were no casualties but a hole was burned through one side of the building.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,28,Military Recruiting Station/Academy,Naval R.O.T.C.,Naval R.O.T.C. at Rice University,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the Vietnam War and the R.O.T.C.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Kerosene poured along the side of the building and set on fire,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Flames burnt a hole through one side of the building.  A classroom was damaged.,0,,,,,,,0,,,,,,,,,Classes continued in the Naval R.O.T.C. building even while it was being repaired.  Less than a week later the office of the dean of students at Rice University was destroyed by a firebomb (197004050007).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Cornell Officials Hint Arson In Black Studies Center Fire,"" Washington Post, April 2, 1970.","""Arson Suspected In Fire at Rice,"" The Victoria Advocate, April 6, 1970.",Hewitt Project,-9,-9,0,-9,
197004020001,1970,4,2,,0,,160,Philippines,5,Southeast Asia,Pampanga,Mabalacat City,15.185916,120.54187,1,1,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",U.S. Air Force,Airmen,217,United States,,,,,,,,,,,,,,,,,New People's Army (NPA),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,2,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197004020002,1970,4,2,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"4/2/1970: Unknowns perpetrator placed a pipe bomb in a vestibule of Chase Manhattan Bank in the Bronx, New York, United States.  The bomb was discovered and subsequently dismantled by the police.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Chase-Manhattan Bank,"Chase-Manhattan Bank, Bronx branch",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Revolutionary movement against the financial establishment,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Twelve inch pipe bomb capped at both ends,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Same types of bombs used in 197004040001 and 197004040002.  Also, there was a previous bombing against the same bank two weeks earlier (197003220002).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Homemade Bomb Found in Vestibule Of Bank in Bronx,"" New York Times, April 3, 1970.","Alfonso A. Narvaez, ""Two More Bombs Discovered Here,"" New York Times, April 4, 1970.",Hewitt Project,-9,-9,0,-9,
197004030001,1970,4,3,,0,,96,Ireland,8,Western Europe,Dublin,Dublin,53.361675,-6.245485,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,Bank of Ireland,"Richard Fallon, 42, Garda Siochana",96,Ireland,,,,,,,,,,,,,,,,,Saor Eire (Irish Republican Group),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,1,1,0,1,
197004040001,1970,4,4,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at the Banco de Ponce in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Banco de Ponce,"Banco de Ponce, Bronx Branch",163,Puerto Rico,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Revolutionary movement against the financial establishment,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Fifteen inch pipe bomb capped at both ends,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Alfonso A. Narvaez, ""Two More Bombs Discovered Here,"" New York Times, April 4, 1970.","Thomas F. Brady, ""Blast Survivor's Prints Identified on Bomb at a Bank,"" New York Times, April 5, 1970.",Hewitt Project,-9,-9,0,-9,"197004040001, 197004040002"
197004040002,1970,4,4,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,The Bronx,"4/4/1970: In a series of related attacks that failed, unknown perpetrators placed a pipe bomb at a busy intersection in the Bronx, New York, United States.  The bomb was discovered and subsequently disarmed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",Busy intersection,135th Street and Brook Avenues,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Fifteen inch pipe bomb capped at both ends,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Alfonso A. Narvaez, ""Two More Bombs Discovered Here,"" New York Times, April 4, 1970.","Thomas F. Brady, ""Blast Survivor's Prints Identified on Bomb at a Bank,"" New York Times, April 5, 1970.",Hewitt Project,-9,-9,0,-9,"197004040001, 197004040002"
197004040003,1970,4,4,,0,,217,United States,1,North America,Washington,Pullman,46.731958,-117.162603,1,0,Rogers Field Stadium,"4/4/1970: Unknown perpetrators set a fire at Rogers Field Stadium at Washington State University in Pullman, Washington, United States.  There were no casualties, but the stadium sustained $700,000 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Football stadium of Washington State University,Rogers Field Stadium,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,0,0,0,1,3,Minor (likely < $1 million),700000,Stands and equipment were damaged,0,,,,,,,0,,,,,,,,,"The reasons behind the attack was never discovered.  Police could not ascertain whether the motives were political or criminal.  In May 1970, Vietnam protesters attempted to burn down the northern stands of the stadium.","Hannelore Sudermann, ""A Burning Mystery,"" Washington State Magazine, 2007.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","Richard McCartan, ""Remembering Rogers Field,"" Cougfan.com, January 20, 2002.",Hewitt Project,-9,-9,0,-9,
197004050001,1970,4,5,,0,,30,Brazil,3,South America,Rio Grande do Sul,Porto Alegre,-30.034108,-51.217839,1,0,,,1,1,1,0,,,0,0,0,6,Hostage Taking (Kidnapping),,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",state dept,"Curtis C. Cutter, U.S. consul, Porto Alegre",217,United States,,,,,,,,,,,,,,,,,Popular Revolutionary Vanguard (VPR),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,1,,,0,,,,,1,1,1,,,,Brazil,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197004050003,1970,4,5,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,,HQ. Patricios Infantry Regiment,11,Argentina,,,,,,,,,,,,,,,,,Argentine Liberation Front (FAL),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearms,,,,,,,1,3,Minor (likely < $1 million),15000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197004050004,1970,4,5,,0,,217,United States,1,North America,California,Trona,35.76625,-117.370674,1,0,,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a power line pole supplying electrical power to a pumping station in Trona, California, United States.  There were no casualties but the power line pole was destroyed.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107,Electricity,,Power line pole,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite blast,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Power line pole destroyed,0,,,,,,,0,,,,,,,,,"This incident might be part of a multiple attack with 197004050005.  The American Potash Plant of Trona California was the scene of a major workers strike.  Other attacks in Trona include 197004140002, 197004220001 197004220001, and 197005210001.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197004050005,1970,4,5,,0,,217,United States,1,North America,California,Trona,35.76625,-117.370674,1,0,,"4/5/1970: In a series of two incidents that were possibly related, unknown perpetrators set fire to barracks owned by the American Potash and Chemical Company in Trona, California, United States.  There were no casualties but the barracks were damaged.  At the time, the American Potash Plant of Trona was the scene of a major workers strike.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,American Potash and Chemical Company,Barracks of American Potash and Chemical Company,217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Fire ignited with a flammable liquid,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Barracks were damaged,0,,,,,,,0,,,,,,,,,"This incident might be part of a multiple attack with 197004050004.   The American Potash Plant of Trona California was the scene of a major workers  strike.  Other attacks in Trona include 197004140002, 197004220001, 197004220001, and 197005210001.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197004050006,1970,4,5,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"4/5/1970: Unknown perpetrators placed a bomb at the Young Women's Christian Association in Manhattan, New York, United States.  The bomb was discovered and subsequently disarmed.",1,1,1,1,2,Other Crime Type,0,0,0,3,Bombing/Explosion,,,,,12,NGO,62,International NGO,Young Women's Christian Association,West Side Branch of Young Women's Christian Association in Manhattan New York,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Six inch tube filled with powder and a detonating device,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The bomb was discovered taped underneath a table in the auditorium.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Incendiary Device is Found at Y.W.C.A.,"" New York Times, April 6, 1970.",,Hewitt Project,-9,-9,0,-9,
197004050007,1970,4,5,,0,,217,United States,1,North America,Texas,Houston,29.813822,-95.365295,1,0,Rice University,"4/5/1970: Unknown perpetrators set fire to the office of the dean of students at Rice University in Houston, Texas, United States.  There were no casualties but the office sustained an estimated $50,000 in damages.  Student records were also destroyed.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,Rice University,"Office of dean of students, Rice University",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,Office damaged and irreplaceable student records were destroyed,0,,,,,,,0,,,,,,,,,Less than a week before this incident the Naval R.O.T.C. at Rice University was firebombed (197004010003).,"""Arson Suspected In Fire at Rice,"" The Victoria Advocate, April 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197004080001,1970,4,8,,0,,217,United States,1,North America,Kansas,Lawrence,38.973065,-95.236534,1,0,,"4/8/1970: Unknown perpetrators bombed the building of Anchor Savings & Loan in Lawrence, Kansas, United States.  There were no casualties but two windows were shattered.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,Anchor Savings & Loan,"Anchor Savings & Loan, Lawrence Kansas",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two windows destroyed,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
